order_id,customer_name,email,product,region,revenue,units_sold,sale_date,discount_pct,sales_rep
1044,Client 43,client43@example.com,Product_C,East,277.12,23,2025-01-15,22.8,Bob
1045,Client 44,client44@example.com,Product_C,East,50.85,25,2025-01-15,18.0,Alice
1046,Client 45,client45@example.com,Product_A,North,1906.35,29,2025-01-16,28.8,Carlos
1047,Client 46,client46@example.com,Product_A,South,358.65,40,2025-01-16,5.7,Carlos
1048,Client 47,client47@example.com,Product_A,South,496.42,13,2025-01-16,28.3,Bob
1049,Client 48,client48@example.com,Product_C,North,555.54,47,2025-01-17,12.0,Ethan
1050,Client 49,,Product_A,West,225.03,32,2025-01-17,15.9,Diana
1051,Client 50,client50@example.com,Product_D,East,688.23,34,2025-01-17,3.7,Carlos
1052,Client 51,client51@example.com,Product_D,North,1021.14,12,2025-01-18,16.2,Carlos
1053,Client 52,client52@example.com,Product_B,West,244.85,24,2025-01-18,18.3,Bob
1054,Client 53,client53@example.com,Product_C,North,535.01,40,2025-01-18,29.9,Ethan
1055,Client 54,client54@example.com,Product_A,South,707.6,21,2025-01-19,29.3,Diana
1056,Client 55,client55@example.com,Product_D,East,105.44,29,2025-01-19,29.0,Ethan
1057,Client 56,,Product_C,North,202.18,23,2025-01-19,10.5,Ethan
1058,Client 57,client57@example.com,Product_C,East,57.59,33,2025-01-20,29.7,Bob
1059,Client 58,client58@example.com,Product_A,East,460.91,8,2025-01-20,13.7,Ethan
1060,Client 59,client59@example.com,Product_C,East,807.07,42,2025-01-20,25.6,Diana
1061,,client60@example.com,Product_A,North,471.88,13,2025-01-21,6.5,Alice
1062,Client 61,client61@example.com,Product_A,North,99.09,5,2025-01-21,15.2,Alice
1063,Client 62,client62@example.com,Product_A,North,395.24,41,2025-01-21,29.0,Diana
1064,Client 63,,Product_C,,900.71,10,2025-01-22,28.4,Bob
1065,Client 64,client64@example.com,Product_C,North,180.29,14,2025-01-22,20.5,Carlos
1066,Client 65,client65@example.com,Product_A,South,893.84,24,2025-01-22,23.9,Bob
1067,Client 66,client66@example.com,Product_C,West,767.68,11,2025-01-23,5.3,Diana
1068,Client 67,client67@example.com,Product_A,West,10.99,46,2025-01-23,21.6,Ethan
1069,Client 68,client68@example.com,Product_B,West,136.86,3,2025-01-23,18.5,Alice
1070,Client 69,client69@example.com,Product_C,,391.47,29,2025-01-24,2.7,Ethan
1071,Client 70,,Product_C,South,632.25,48,2025-01-24,3.4,Bob
1072,Client 71,client71@example.com,Product_B,South,1062.35,30,2025-01-24,3.3,Diana
1073,Client 72,client72@example.com,Product_B,North,512.28,49,2025-01-25,21.7,Alice
1074,Client 73,client73@example.com,Product_B,North,239.3,37,2025-01-25,4.3,Diana
1075,Client 74,client74@example.com,Product_A,East,102.05,7,2025-01-25,14.0,Alice
1076,Client 75,client75@example.com,Product_A,North,713.63,17,2025-01-26,10.7,Alice
1077,Client 76,client76@example.com,Product_D,East,115.83,20,2025-01-26,16.5,Alice
1078,Client 77,,Product_B,North,594.43,11,2025-01-26,21.2,Bob
1079,Client 78,client78@example.com,Product_D,North,99.96,44,2025-01-27,20.5,Diana
1080,Client 79,client79@example.com,Product_A,East,47.73,25,2025-01-27,15.5,Carlos
1081,,client80@example.com,Product_C,North,144.58,24,2025-01-27,13.9,Carlos
1082,Client 81,client81@example.com,Product_B,East,167.69,2,2025-01-28,11.9,Carlos
1083,Client 82,client82@example.com,Product_C,,520.94,27,2025-01-28,25.9,Diana
1084,Client 83,client83@example.com,Product_A,West,87.7,19,2025-01-28,9.9,Ethan
1085,Client 84,,Product_B,South,1331.83,29,2025-01-29,7.8,Diana
1086,Client 85,client85@example.com,Product_D,,404.12,37,2025-01-29,22.3,Alice
1087,Client 86,client86@example.com,Product_D,North,337.59,11,2025-01-29,10.8,Ethan
1088,Client 87,client87@example.com,Product_A,East,285.19,19,2025-01-30,25.4,Alice
1089,Client 88,client88@example.com,Product_C,North,418.05,28,2025-01-30,9.8,Alice
1090,Client 89,client89@example.com,Product_A,North,11.35,39,2025-01-30,21.1,Diana
1091,Client 90,client90@example.com,Product_C,,2306.92,21,2025-01-31,1.4,Carlos
1092,Client 91,,Product_A,South,407.68,26,2025-01-31,11.6,Ethan
1093,Client 92,client92@example.com,Product_D,West,17.91,22,2025-01-31,10.3,Bob
1094,Client 93,client93@example.com,Product_C,South,445.77,6,2025-02-01,24.5,Carlos
1095,Client 94,client94@example.com,Product_A,West,287.31,11,2025-02-01,29.0,Bob
1096,Client 95,client95@example.com,Product_B,,12.17,14,2025-02-01,13.8,Diana
1097,Client 96,client96@example.com,Product_D,South,1291.34,36,2025-02-02,24.7,Ethan
1098,Client 97,client97@example.com,Product_D,East,5.31,40,2025-02-02,21.0,Diana
1099,Client 98,,Product_B,East,431.22,41,2025-02-02,29.0,Bob
1100,Client 99,client99@example.com,Product_A,,1632.34,2,2025-02-03,24.3,Alice
1101,,client100@example.com,Product_C,North,135.64,43,2025-02-03,2.3,Diana
1102,Client 101,client101@example.com,Product_D,East,146.63,20,2025-02-03,21.4,Ethan
1103,Client 102,client102@example.com,Product_A,South,0.21,22,2025-02-04,16.1,Diana
1104,Client 103,client103@example.com,Product_B,North,34.33,39,2025-02-04,0.5,Carlos
1105,Client 104,client104@example.com,Product_C,North,22.96,4,2025-02-04,7.5,Diana
1106,Client 105,,Product_A,East,864.83,29,2025-02-05,27.7,Bob
1107,Client 106,client106@example.com,Product_A,West,906.2,46,2025-02-05,27.8,Diana
1108,Client 107,client107@example.com,Product_D,South,648.59,24,2025-02-05,24.0,Ethan
1109,Client 108,client108@example.com,Product_D,East,217.51,1,2025-02-06,29.5,Diana
1110,Client 109,client109@example.com,Product_C,East,860.9,24,2025-02-06,24.2,Diana
1111,Client 110,client110@example.com,Product_A,South,388.02,30,2025-02-06,0.3,Ethan
1112,Client 111,client111@example.com,Product_B,,181.43,12,2025-02-07,8.6,Diana
1113,Client 112,,Product_B,South,287.48,19,2025-02-07,0.9,Ethan
1114,Client 113,client113@example.com,Product_C,North,34.02,37,2025-02-07,2.8,Bob
1115,Client 114,client114@example.com,Product_A,North,1449.38,40,2025-02-08,6.6,Ethan
1116,Client 115,client115@example.com,Product_D,West,482.63,43,2025-02-08,15.1,Bob
1117,Client 116,client116@example.com,Product_A,,656.96,4,2025-02-08,25.4,Bob
1118,Client 117,client117@example.com,Product_D,North,564.41,15,2025-02-09,25.9,Ethan
1119,Client 118,client118@example.com,Product_B,North,550.93,20,2025-02-09,18.5,Diana
1120,Client 119,,Product_C,South,8.71,44,2025-02-09,27.8,Carlos
1121,,client120@example.com,Product_C,East,372.61,20,2025-02-10,15.0,Ethan
1122,Client 121,client121@example.com,Product_C,East,862.17,21,2025-02-10,26.7,Diana
1123,Client 122,client122@example.com,Product_D,,22.77,10,2025-02-10,13.6,Bob
1124,Client 123,client123@example.com,Product_B,West,1563.67,30,2025-02-11,8.3,Alice
1125,Client 124,client124@example.com,Product_B,West,275.96,24,2025-02-11,27.5,Carlos
1126,Client 125,client125@example.com,Product_C,South,171.17,48,2025-02-11,11.6,Diana
1127,Client 126,,Product_C,South,379.45,40,2025-02-12,15.1,Carlos
1128,Client 127,client127@example.com,Product_D,East,807.76,40,2025-02-12,9.9,Alice
1129,Client 128,client128@example.com,Product_D,South,321.95,38,2025-02-12,19.9,Alice
1130,Client 129,client129@example.com,Product_A,North,517.97,3,2025-02-13,29.9,Alice
1131,Client 130,client130@example.com,Product_D,North,346.49,29,2025-02-13,0.8,Ethan
1132,Client 131,client131@example.com,Product_A,South,498.85,8,2025-02-13,27.0,Carlos
1133,Client 132,client132@example.com,Product_C,East,74.27,29,2025-02-14,0.1,Ethan
1134,Client 133,,Product_B,East,19.72,10,2025-02-14,10.9,Alice
1135,Client 134,client134@example.com,Product_D,North,73.61,5,2025-02-14,5.1,Diana
1136,Client 135,client135@example.com,Product_B,East,168.32,11,2025-02-15,22.7,Alice
1137,Client 136,client136@example.com,Product_D,North,146.08,4,2025-02-15,1.5,Ethan
1138,Client 137,client137@example.com,Product_D,East,477.48,49,2025-02-15,16.6,Alice
1139,Client 138,client138@example.com,Product_A,South,304.3,35,2025-02-16,8.8,Alice
1140,Client 139,client139@example.com,Product_D,West,19.79,40,2025-02-16,4.0,Ethan
1141,,,Product_C,West,17.74,12,2025-02-16,23.2,Ethan
1142,Client 141,client141@example.com,Product_B,East,47.48,21,2025-02-17,6.5,Diana
1143,Client 142,client142@example.com,Product_D,East,217.77,16,2025-02-17,6.7,Ethan
1144,Client 143,client143@example.com,Product_B,East,3.1,14,2025-02-17,8.3,Diana
1145,Client 144,client144@example.com,Product_B,North,340.6,21,2025-02-18,17.6,Bob
1146,Client 145,client145@example.com,Product_B,East,223.67,48,2025-02-18,19.8,Bob
1147,Client 146,client146@example.com,Product_D,South,405.34,27,2025-02-18,0.5,Ethan
1148,Client 147,,Product_A,South,637.96,36,2025-02-19,7.3,Alice
1149,Client 148,client148@example.com,Product_B,South,144.49,1,2025-02-19,12.9,Carlos
1150,Client 149,client149@example.com,Product_B,,85.44,1,2025-02-19,10.0,Alice
1151,Client 150,client150@example.com,Product_D,North,162.9,22,2025-02-20,26.5,Ethan
1152,Client 151,client151@example.com,Product_D,South,0.88,15,2025-02-20,23.6,Diana
1153,Client 152,client152@example.com,Product_C,,63.92,20,2025-02-20,18.8,Alice
1154,Client 153,client153@example.com,Product_C,West,694.81,3,2025-02-21,10.1,Bob
1155,Client 154,,Product_A,North,126.03,14,2025-02-21,21.0,Ethan
1156,Client 155,client155@example.com,Product_A,,2583.61,9,2025-02-21,25.3,Alice
1157,Client 156,client156@example.com,Product_A,North,91.86,19,2025-02-22,17.8,Alice
1158,Client 157,client157@example.com,Product_A,East,777.41,40,2025-02-22,23.5,Diana
1159,Client 158,client158@example.com,Product_B,East,610.47,34,2025-02-22,22.5,Diana
1160,Client 159,client159@example.com,Product_D,South,194.4,4,2025-02-23,17.2,Diana
1161,,client160@example.com,Product_C,East,200.79,33,2025-02-23,9.4,Carlos
1162,Client 161,,Product_B,North,414.54,43,2025-02-23,22.4,Ethan
1163,Client 162,client162@example.com,Product_D,North,956.54,37,2025-02-24,6.2,Ethan
1164,Client 163,client163@example.com,Product_D,East,244.03,2,2025-02-24,23.4,Bob
1165,Client 164,client164@example.com,Product_B,North,31.57,27,2025-02-24,24.1,Bob
1166,Client 165,client165@example.com,Product_B,,234.54,45,2025-02-25,24.7,Ethan
1167,Client 166,client166@example.com,Product_C,South,116.16,17,2025-02-25,14.2,Alice
1168,Client 167,client167@example.com,Product_A,North,1400.14,49,2025-02-25,5.8,Ethan
1169,Client 168,,Product_A,East,597.46,31,2025-02-26,3.0,Carlos
1170,Client 169,client169@example.com,Product_C,South,26.09,41,2025-02-26,22.3,Bob
1171,Client 170,client170@example.com,Product_C,North,173.35,6,2025-02-26,26.6,Bob
1172,Client 171,client171@example.com,Product_A,South,25.76,31,2025-02-27,19.5,Bob
1173,Client 172,client172@example.com,Product_B,,886.03,3,2025-02-27,4.3,Ethan
1174,Client 173,client173@example.com,Product_A,South,1183.81,40,2025-02-27,28.0,Bob
1175,Client 174,client174@example.com,Product_D,South,59.55,3,2025-02-28,29.7,Bob
1176,Client 175,,Product_D,South,290.17,33,2025-02-28,13.0,Ethan
1177,Client 176,client176@example.com,Product_C,North,1343.27,13,2025-02-28,17.8,Alice
1178,Client 177,client177@example.com,Product_A,North,78.45,21,2025-03-01,23.3,Bob
1179,Client 178,client178@example.com,Product_A,West,172.59,37,2025-03-01,22.1,Bob
1180,Client 179,client179@example.com,Product_D,,181.4,16,2025-03-01,29.0,Bob
1181,,client180@example.com,Product_A,North,15.26,21,2025-03-02,3.4,Carlos
1182,Client 181,client181@example.com,Product_C,South,18.47,48,2025-03-02,17.4,Ethan
1183,Client 182,,Product_C,,1526.6,44,2025-03-02,20.8,Bob
1184,Client 183,client183@example.com,Product_D,North,423.26,13,2025-03-03,26.7,Carlos
1185,Client 184,client184@example.com,Product_A,North,183.11,4,2025-03-03,26.2,Alice
1186,Client 185,client185@example.com,Product_A,,237.95,31,2025-03-03,29.3,Alice
1187,Client 186,client186@example.com,Product_D,East,627.36,9,2025-03-04,15.4,Carlos
1188,Client 187,client187@example.com,Product_B,North,228.26,48,2025-03-04,24.9,Alice
1189,Client 188,client188@example.com,Product_B,South,129.23,33,2025-03-04,12.8,Diana
1190,Client 189,,Product_A,North,53.7,37,2025-03-05,12.7,Alice
1191,Client 190,client190@example.com,Product_C,South,652.69,37,2025-03-05,7.6,Diana
1192,Client 191,client191@example.com,Product_B,West,99.57,24,2025-03-05,24.5,Carlos
1193,Client 192,client192@example.com,Product_A,East,36.1,25,2025-03-06,29.6,Diana
1194,Client 193,client193@example.com,Product_B,East,278.4,41,2025-03-06,7.7,Alice
1195,Client 194,client194@example.com,Product_D,South,20.19,29,2025-03-06,1.7,Bob
1196,Client 195,client195@example.com,Product_B,North,1676.18,40,2025-03-07,24.5,Diana
1197,Client 196,,Product_B,North,493.48,47,2025-03-07,18.6,Alice
1198,Client 197,client197@example.com,Product_D,West,82.85,36,2025-03-07,28.8,Bob
1199,Client 198,client198@example.com,Product_C,East,94.65,15,2025-03-08,7.6,Carlos
1200,Client 199,client199@example.com,Product_A,North,421.79,45,2025-03-08,2.1,Carlos
1201,,client200@example.com,Product_C,South,220.47,18,2025-03-08,14.8,Ethan
1202,Client 201,client201@example.com,Product_C,West,744.2,20,2025-03-09,2.6,Carlos
1203,Client 202,client202@example.com,Product_B,South,394.62,5,2025-03-09,7.9,Ethan
1204,Client 203,,Product_A,South,283.99,18,2025-03-09,3.8,Carlos
1205,Client 204,client204@example.com,Product_B,North,1648.15,40,2025-03-10,6.7,Carlos
1206,Client 205,client205@example.com,Product_D,North,247.75,1,2025-03-10,3.2,Carlos
1207,Client 206,client206@example.com,Product_C,West,255.92,19,2025-03-10,28.6,Ethan
1208,Client 207,client207@example.com,Product_C,East,547.97,23,2025-03-11,8.4,Ethan
1209,Client 208,client208@example.com,Product_D,East,829.0,26,2025-03-11,13.3,Diana
1210,Client 209,client209@example.com,Product_A,West,492.04,49,2025-03-11,27.0,Alice
1211,Client 210,,Product_C,,599.68,29,2025-03-12,20.3,Alice
1212,Client 211,client211@example.com,Product_C,North,233.35,34,2025-03-12,18.5,Alice
1213,Client 212,client212@example.com,Product_A,North,326.48,19,2025-03-12,21.2,Carlos
1214,Client 213,client213@example.com,Product_B,South,109.72,48,2025-03-13,24.9,Alice
1215,Client 214,client214@example.com,Product_D,North,570.1,18,2025-03-13,26.3,Ethan
1216,Client 215,client215@example.com,Product_A,West,125.16,2,2025-03-13,19.3,Diana
1217,Client 216,client216@example.com,Product_D,West,0.63,27,2025-03-14,26.7,Bob
1218,Client 217,,Product_D,East,1357.25,6,2025-03-14,16.1,Diana
1219,Client 218,client218@example.com,Product_C,North,182.65,39,2025-03-14,8.3,Alice
1220,Client 219,client219@example.com,Product_A,North,109.47,6,2025-03-15,26.4,Alice
1221,,client220@example.com,Product_D,South,156.09,6,2025-03-15,16.2,Ethan
1222,Client 221,client221@example.com,Product_B,West,200.57,31,2025-03-15,27.2,Diana
1223,Client 222,client222@example.com,Product_D,South,321.75,41,2025-03-16,1.2,Ethan
1224,Client 223,client223@example.com,Product_C,North,35.94,40,2025-03-16,11.9,Ethan
1225,Client 224,,Product_B,North,27.06,30,2025-03-16,28.4,Bob
1226,Client 225,client225@example.com,Product_B,,173.3,21,2025-03-17,7.5,Ethan
1227,Client 226,client226@example.com,Product_A,East,175.32,41,2025-03-17,28.2,Ethan
1228,Client 227,client227@example.com,Product_B,,62.58,44,2025-03-17,28.6,Bob
1229,Client 228,client228@example.com,Product_A,West,259.42,18,2025-03-18,26.5,Carlos
1230,Client 229,client229@example.com,Product_A,South,167.06,23,2025-03-18,16.9,Carlos
1231,Client 230,client230@example.com,Product_B,North,13.2,38,2025-03-18,19.4,Bob
1232,Client 231,,Product_A,South,1084.56,23,2025-03-19,26.1,Ethan
1233,Client 232,client232@example.com,Product_A,East,1085.86,28,2025-03-19,23.3,Alice
1234,Client 233,client233@example.com,Product_B,West,117.34,36,2025-03-19,18.9,Diana
1235,Client 234,client234@example.com,Product_C,North,88.89,25,2025-03-20,29.5,Alice
1236,Client 235,client235@example.com,Product_D,North,396.25,7,2025-03-20,20.6,Alice
1237,Client 236,client236@example.com,Product_A,East,498.15,18,2025-03-20,29.3,Ethan
1238,Client 237,client237@example.com,Product_A,North,1579.63,20,2025-03-21,1.7,Diana
1239,Client 238,,Product_B,East,236.88,5,2025-03-21,4.2,Diana
1240,Client 239,client239@example.com,Product_D,North,481.43,18,2025-03-21,13.5,Carlos
1241,,client240@example.com,Product_D,North,1052.61,42,2025-03-22,11.5,Bob
1242,Client 241,client241@example.com,Product_A,South,298.88,40,2025-03-22,23.5,Ethan
1243,Client 242,client242@example.com,Product_B,East,65.25,33,2025-03-22,4.8,Diana
1244,Client 243,client243@example.com,Product_C,South,236.96,15,2025-03-23,29.3,Ethan
1245,Client 244,client244@example.com,Product_D,North,73.42,35,2025-03-23,9.5,Carlos
1246,Client 245,,Product_C,West,8.39,47,2025-03-23,12.9,Alice
1247,Client 246,client246@example.com,Product_B,North,696.26,46,2025-03-24,8.2,Diana
1248,Client 247,client247@example.com,Product_C,North,136.18,1,2025-03-24,17.4,Carlos
1249,Client 248,client248@example.com,Product_B,East,1.0,21,2025-03-24,1.8,Ethan
1250,Client 249,client249@example.com,Product_A,North,1029.55,8,2025-03-25,4.5,Carlos
1251,Client 250,client250@example.com,Product_C,South,293.3,7,2025-03-25,22.4,Carlos
1252,Client 251,client251@example.com,Product_A,,136.47,41,2025-03-25,5.6,Carlos
1253,Client 252,,Product_A,East,152.44,44,2025-03-26,7.1,Carlos
1254,Client 253,client253@example.com,Product_B,East,137.57,40,2025-03-26,23.8,Carlos
1255,Client 254,client254@example.com,Product_C,East,108.18,40,2025-03-26,2.8,Carlos
1256,Client 255,client255@example.com,Product_D,North,920.14,30,2025-03-27,13.1,Bob
1257,Client 256,client256@example.com,Product_C,South,93.36,38,2025-03-27,0.7,Ethan
1258,Client 257,client257@example.com,Product_D,South,412.6,35,2025-03-27,10.4,Alice
1259,Client 258,client258@example.com,Product_A,,40.24,2,2025-03-28,21.0,Ethan
1260,Client 259,,Product_A,North,1493.1,46,2025-03-28,2.7,Diana
1261,,client260@example.com,Product_B,South,462.31,8,2025-03-28,26.7,Diana
1262,Client 261,client261@example.com,Product_D,,1167.31,38,2025-03-29,27.3,Ethan
1263,Client 262,client262@example.com,Product_C,West,253.65,4,2025-03-29,3.1,Carlos
1264,Client 263,client263@example.com,Product_B,,832.14,37,2025-03-29,29.7,Bob
1265,Client 264,client264@example.com,Product_B,East,960.89,21,2025-03-30,8.9,Alice
1266,Client 265,client265@example.com,Product_B,South,606.93,13,2025-03-30,2.5,Carlos
1267,Client 266,,Product_C,West,48.78,9,2025-03-30,0.2,Ethan
1268,Client 267,client267@example.com,Product_B,North,8.11,45,2025-03-31,12.3,Ethan
1269,Client 268,client268@example.com,Product_C,North,92.3,29,2025-03-31,18.9,Bob
1270,Client 269,client269@example.com,Product_B,East,62.84,41,2025-03-31,10.0,Bob
1271,Client 270,client270@example.com,Product_D,East,645.74,24,2025-04-01,25.1,Ethan
1272,Client 271,client271@example.com,Product_A,West,407.1,16,2025-04-01,21.5,Carlos
1273,Client 272,client272@example.com,Product_D,,373.22,12,2025-04-01,10.5,Carlos
1274,Client 273,,Product_D,West,145.76,2,2025-04-02,22.0,Carlos
1275,Client 274,client274@example.com,Product_B,North,83.98,19,2025-04-02,28.2,Alice
1276,Client 275,client275@example.com,Product_D,East,115.68,30,2025-04-02,2.8,Alice
1277,Client 276,client276@example.com,Product_D,West,255.64,16,2025-04-03,9.2,Carlos
1278,Client 277,client277@example.com,Product_D,,673.81,24,2025-04-03,13.9,Ethan
1279,Client 278,client278@example.com,Product_B,South,146.86,13,2025-04-03,14.9,Bob
1280,Client 279,client279@example.com,Product_C,North,599.68,5,2025-04-04,16.3,Diana
1281,,,Product_A,West,338.16,23,2025-04-04,9.0,Bob
1282,Client 281,client281@example.com,Product_A,South,1083.33,38,2025-04-04,20.0,Bob
1283,Client 282,client282@example.com,Product_C,East,132.58,31,2025-04-05,19.4,Diana
1284,Client 283,client283@example.com,Product_C,South,299.7,17,2025-04-05,17.3,Carlos
1285,Client 284,client284@example.com,Product_D,South,50.83,49,2025-04-05,3.4,Bob
1286,Client 285,client285@example.com,Product_A,East,204.1,49,2025-04-06,14.3,Diana
1287,Client 286,client286@example.com,Product_C,South,353.5,3,2025-04-06,10.7,Ethan
1288,Client 287,,Product_D,East,659.77,26,2025-04-06,14.7,Ethan
1289,Client 288,client288@example.com,Product_A,North,110.37,13,2025-04-07,27.7,Ethan
1290,Client 289,client289@example.com,Product_B,South,123.01,44,2025-04-07,14.4,Carlos
1291,Client 290,client290@example.com,Product_B,South,499.26,38,2025-04-07,0.4,Bob
1292,Client 291,client291@example.com,Product_A,East,241.0,22,2025-04-08,13.2,Bob
1293,Client 292,client292@example.com,Product_A,South,328.98,21,2025-04-08,24.6,Alice
1294,Client 293,client293@example.com,Product_B,East,904.36,29,2025-04-08,23.4,Ethan
1295,Client 294,,Product_B,East,345.66,45,2025-04-09,15.4,Carlos
1296,Client 295,client295@example.com,Product_A,East,528.49,46,2025-04-09,7.5,Diana
1297,Client 296,client296@example.com,Product_D,East,534.68,39,2025-04-09,14.0,Carlos
1298,Client 297,client297@example.com,Product_C,South,813.83,5,2025-04-10,16.9,Bob
1299,Client 298,client298@example.com,Product_C,South,508.25,14,2025-04-10,30.0,Ethan
1300,Client 299,client299@example.com,Product_A,East,33.5,18,2025-04-10,19.3,Alice
1301,,client300@example.com,Product_C,North,209.41,4,2025-04-11,20.8,Carlos
1302,Client 301,,Product_B,West,2269.51,33,2025-04-11,14.7,Alice
1303,Client 302,client302@example.com,Product_B,West,109.4,39,2025-04-11,10.6,Bob
1304,Client 303,client303@example.com,Product_C,South,441.83,20,2025-04-12,24.4,Diana
1305,Client 304,client304@example.com,Product_A,East,925.57,13,2025-04-12,14.8,Carlos
1306,Client 305,client305@example.com,Product_B,,441.62,36,2025-04-12,29.8,Bob
1307,Client 306,client306@example.com,Product_D,North,232.82,45,2025-04-13,13.7,Ethan
1308,Client 307,client307@example.com,Product_D,East,41.82,4,2025-04-13,2.0,Carlos
1309,Client 308,,Product_B,North,224.45,35,2025-04-13,20.5,Alice
1310,Client 309,client309@example.com,Product_B,South,100.49,8,2025-04-14,1.4,Carlos
1311,Client 310,client310@example.com,Product_C,West,1620.34,40,2025-04-14,7.5,Bob
1312,Client 311,client311@example.com,Product_A,East,627.69,49,2025-04-14,10.6,Bob
1313,Client 312,client312@example.com,Product_C,East,691.92,47,2025-04-15,22.2,Alice
1314,Client 313,client313@example.com,Product_A,,286.32,36,2025-04-15,14.8,Bob
1315,Client 314,client314@example.com,Product_D,East,58.25,6,2025-04-15,0.9,Carlos
1316,Client 315,,Product_D,East,155.11,22,2025-04-16,18.5,Alice
1317,Client 316,client316@example.com,Product_A,East,150.36,6,2025-04-16,12.3,Bob
1318,Client 317,client317@example.com,Product_C,East,333.52,42,2025-04-16,27.7,Bob
1319,Client 318,client318@example.com,Product_B,West,309.0,36,2025-04-17,15.0,Carlos
1320,Client 319,client319@example.com,Product_A,,284.06,9,2025-04-17,21.3,Bob
1321,,client320@example.com,Product_C,West,342.57,16,2025-04-17,6.6,Carlos
1322,Client 321,client321@example.com,Product_D,East,2172.29,39,2025-04-18,22.8,Ethan
1323,Client 322,,Product_B,North,177.16,46,2025-04-18,21.6,Carlos
1324,Client 323,client323@example.com,Product_D,West,477.61,38,2025-04-18,27.1,Diana
1325,Client 324,client324@example.com,Product_A,East,136.89,33,2025-04-19,1.0,Bob
1326,Client 325,client325@example.com,Product_D,West,314.25,18,2025-04-19,13.4,Ethan
1327,Client 326,client326@example.com,Product_D,North,111.6,12,2025-04-19,20.4,Alice
1328,Client 327,client327@example.com,Product_A,,408.44,27,2025-04-20,2.9,Diana
